"Time","ingress","proxy"
1652865140000,179.78168122125192,155.7829784063869
1652865150000,201.39444037064197,141.40880580485899
1652865160000,201.39444037064197,144.8156345050385
1652865170000,177.88562570838056,144.8156345050385
1652865180000,165.46873124874992,141.26448948748723
1652865190000,165.46873124874992,154.35841642776185
1652865200000,199.6150923271782,154.35841642776185
1652865210000,167.75943333333336,147.9952292751
1652865220000,167.75943333333336,146.8518571113465
1652865230000,186.0214,146.8518571113465
1652865240000,166.50789894680707,156.8851258490482
1652865250000,166.50789894680707,143.90506984964043
1652865260000,202.53853590239345,143.90506984964043
1652865270000,168.53196666666668,147.558647241155
1652865280000,168.53196666666668,144.6202721455709
1652865290000,146.80683845391476,144.6202721455709
1652865300000,0.3666823656058669,64.4244590734414
1652865310000,0.3666823656058669,93.37505719091673
1652865320000,0,93.37505719091673
1652865330000,12.6,62.43415933491465
1652865340000,12.6,168.6638204101606
1652865350000,1.2137,168.6638204101606
1652865360000,2.6824666666666666,147.56433333333334
1652865370000,2.6824666666666666,243.22872277752037
1652865380000,100.95113333333332,243.22872277752037
1652865390000,392.2542169477965,104.2648072472526
1652865400000,392.2542169477965,99.08277990356198
1652865410000,168.15862275848278,99.08277990356198
1652865420000,33.68085460969269,200.0044277979202
1652865430000,33.68085460969269,187.556445770282
1652865440000,275.44996333088875,187.556445770282
1652865450000,294.0936062404161,97.25086212653699
1652865460000,294.0936062404161,134.656996021957
1652865470000,75.68765415638958,134.656996021957
1652865480000,84.95109673978264,205.77457385713964
1652865490000,84.95109673978264,137.75633173344
1652865500000,323.2052863142457,137.75633173344
1652865510000,191.70028001866788,110.19466666666668
1652865520000,191.70028001866788,149.1229192819022
1652865530000,83.87663333333333,149.1229192819022
1652865540000,151.98266782214517,194.72129778360178
1652865550000,151.98266782214517,121.37142074810441
1652865560000,291.2574171611441,121.37142074810441
1652865570000,159.781047930138,118.45449317469603
1652865580000,159.781047930138,163.15488558626117
1652865590000,90.96009733982267,163.15488558626117
1652865600000,210.57129999999998,178.41792520997203
1652865610000,210.57129999999998,120.5780266754937
1652865620000,234.32494500366641,120.5780266754937
1652865630000,146.29111940796054,117.9670921526744
1652865640000,146.29111940796054,175.5545969339899
1652865650000,108.92933333333333,175.5545969339899
1652865660000,242.2938804079728,168.32391352756852
1652865670000,242.2938804079728,125.59382466668677
1652865680000,219.81475431695443,125.59382466668677
1652865690000,133.04709686020934,85.90751646200393
1652865700000,133.04709686020934,179.62381699930862
1652865710000,129.11814120941395,179.62381699930862
1652865720000,224.09682687820813,157.94665779668267
1652865730000,224.09682687820813,117.83403177354131
1652865740000,216.6909,117.83403177354131
1652865750000,123.86274248383442,143.9179155826159
1652865760000,123.86274248383442,165.98068570984154
1652865770000,173.5277703693826,165.98068570984154
1652865780000,219.61352576494903,151.03879264907908
1652865790000,219.61352576494903,124.73744716293686
1652865800000,185.4463630908727,124.73744716293686
1652865810000,135.94343710419307,148.6719864164593
1652865820000,135.94343710419307,168.4080756469485
1652865830000,183.68904593639573,168.4080756469485
1652865840000,227.50036664222387,143.98325786163522
1652865850000,227.50036664222387,129.75214476812658
1652865860000,164.89072604840325,129.75214476812658
1652865870000,161.20188654089728,155.17955360753726
1652865880000,161.20188654089728,161.57348554351245
1652865890000,179.61416666666665,161.57348554351245
1652865900000,214.15419999999997,138.4639179361253
1652865910000,214.15419999999997,143.90975555968
1652865920000,148.9048603240216,143.90975555968
1652865930000,172.10216666666665,143.32070790559482
1652865940000,172.10216666666665,149.64990573086973
1652865950000,170.32713333333334,149.64990573086973
1652865960000,179.85640957269518,128.06615575491747
1652865970000,179.85640957269518,145.0014095847497
1652865980000,164.12184145609706,145.0014095847497
1652865990000,169.51846543563764,150.20919587445542
1652866000000,169.51846543563764,143.13949803000241
1652866010000,188.93799586639108,143.13949803000241
1652866020000,182.93524196773765,137.48443033697876
1652866030000,182.93524196773765,140.8662514991613
1652866040000,157.13437562504166,140.8662514991613
1652866050000,193.99903326888457,159.8538369611029
1652866060000,193.99903326888457,147.53593710691823
1652866070000,192.59362709152725,147.53593710691823
1652866080000,183.36662444162943,137.9027183076684
1652866090000,183.36662444162943,139.8710188679245
1652866100000,161.82015323117923,139.8710188679245
1652866110000,180.86794529686455,155.80646389985955
1652866120000,180.86794529686455,141.89205923457266
1652866130000,176.18103333333335,141.89205923457266
1652866140000,173.43143790413976,142.88780270044907
1652866150000,173.43143790413976,154.8495338371867
1652866160000,172.49643452182605,154.8495338371867
1652866170000,192.89378583811174,146.12459184730528
1652866180000,192.89378583811174,139.01705044275874
1652866190000,179.23393119082542,139.01705044275874
1652866200000,154.64400960064003,137.70331220567175
1652866210000,154.64400960064003,153.01487112403436
1652866220000,175.40376025068338,153.01487112403436
1652866230000,189.37854952672976,140.0517510622436
1652866240000,189.37854952672976,135.09106273751584
1652866250000,173.97216481098738,135.09106273751584
1652866260000,167.81555437029132,145.12977115445975
1652866270000,167.81555437029132,147.22376695415699
1652866280000,180.150423305113,147.22376695415699
1652866290000,183.80455363690913,144.42718620921136
1652866300000,183.80455363690913,139.81897538023085
1652866310000,166.5579961335911,139.81897538023085
1652866320000,174.57293819587971,144.56027537460037
1652866330000,174.57293819587971,146.5819540902279
1652866340000,166.56166255582963,146.5819540902279
1652866350000,188.18313333333333,144.76529258801312
1652866360000,188.18313333333333,140.80402877724276
1652866370000,169.13299999999998,140.80402877724276
1652866380000,173.8709247283152,147.72131529009178
1652866390000,173.8709247283152,145.71424542808256
1652866400000,180.46506666666667,145.71424542808256
1652866410000,185.8930475936542,134.27562893081762
1652866420000,185.8930475936542,148.41632793441312
1652866430000,168.24576610214697,148.41632793441312
1652866440000,198.24633382215703,149.73685534591192
1652866450000,198.24633382215703,155.18336473414826
1652866460000,182.39600693287116,155.18336473414826
1652866470000,172.5898726581772,144.43157241718478
1652866480000,172.5898726581772,147.14994353709753
1652866490000,187.6319421294753,147.14994353709753
1652866500000,167.95039669311288,145.1421698113207
1652866510000,167.95039669311288,145.5439267992819
1652866520000,181.02253183121127,145.5439267992819
1652866530000,170.5591,143.64176729559748
1652866540000,170.5591,150.45838310484064
1652866550000,181.01199920005334,150.45838310484064
1652866560000,174.69432591012134,150.71765019564734
1652866570000,174.69432591012134,144.4586903220835
1652866580000,186.3270115325645,144.4586903220835
1652866590000,173.9560666666667,139.50237147429488
1652866600000,173.9560666666667,139.69718824808905
1652866610000,176.86890649973358,139.69718824808905
1652866620000,177.058120912852,148.9553586423379
1652866630000,177.058120912852,143.5120952853924
1652866640000,186.79443925856782,143.5120952853924
1652866650000,176.17677845189678,148.8839173070079
1652866660000,176.17677845189678,148.19876290602187
1652866670000,183.49420038664087,148.19876290602187
1652866680000,184.62634175611706,139.7172144571886
1652866690000,184.62634175611706,142.2730887170256
1652866700000,152.35253333333335,142.2730887170256
1652866710000,175.64473333333333,140.9773146012488
1652866720000,175.64473333333333,149.8959946010798
1652866730000,178.3245783614426,149.8959946010798
1652866740000,186.72131475431695,140.43786907290144
1652866750000,186.72131475431695,138.0044699882073
1652866760000,168.5327978134791,138.0044699882073
1652866770000,163.32473333333334,147.7861326415851
1652866780000,163.32473333333334,151.14566697775703
1652866790000,188.53873333333334,151.14566697775703
1652866800000,190.6841877208186,142.21522343004503
1652866810000,190.6841877208186,138.17549289541654
1652866820000,169.72973063075074,138.17549289541654
1652866830000,173.59292713819082,152.57673112081878
1652866840000,173.59292713819082,144.77300797662778
1652866850000,194.11896666666664,144.77300797662778
1652866860000,180.64420961397425,142.23718072652295
1652866870000,180.64420961397425,143.84437614424934
1652866880000,162.88144123725087,143.84437614424934
1652866890000,177.25898393226214,155.21274738358997
1652866900000,177.25898393226214,142.66242796227388
1652866910000,177.67575494967002,142.66242796227388
1652866920000,182.77793333333335,138.62300000000002
1652866930000,182.77793333333335,141.4613989781184
1652866940000,159.68250000000003,141.4613989781184
1652866950000,169.01716666666667,147.84616291803766
1652866960000,169.01716666666667,144.14002719786504
1652866970000,194.209047269818,144.14002719786504
1652866980000,189.41864960341266,139.61393085894565
1652866990000,189.41864960341266,146.91691451963072
1652867000000,166.25643419122554,146.91691451963072
1652867010000,179.96556437095808,147.95097329992257
1652867020000,179.96556437095808,151.87620825278316
1652867030000,185.97966802213188,151.87620825278316
1652867040000,179.7854619384082,142.89928608258882
1652867050000,179.7854619384082,153.662341064605
1652867060000,176.24259901320178,153.662341064605
1652867070000,173.49743316221083,149.15408958541735
1652867080000,173.49743316221083,144.3201269470924
1652867090000,200.4929,144.3201269470924
1652867100000,168.67746666666667,146.55489979113895
1652867110000,168.67746666666667,144.91080029715988
1652867120000,178.6050666666667,144.91080029715988
1652867130000,176.5385,143.60591604992825
1652867140000,176.5385,142.4911527592642
1652867150000,191.5185,142.4911527592642
1652867160000,163.38207452836483,148.29038014768025
1652867170000,163.38207452836483,138.58362941592725
1652867180000,181.35002333488902,138.58362941592725
1652867190000,173.55659622691823,146.0171635220126
1652867200000,173.55659622691823,140.1213320100418
1652867210000,168.53093333333334,140.1213320100418
1652867220000,176.98050129991336,147.7481444013881
1652867230000,176.98050129991336,145.47802594846087
1652867240000,169.45989732648846,145.47802594846087
1652867250000,173.00479968002134,130.27773597315735
1652867260000,173.00479968002134,143.39174899523712
1652867270000,166.276551770118,143.39174899523712
1652867280000,178.8521,147.4573599547975
1652867290000,178.8521,144.00231639661266
1652867300000,192.3561,144.00231639661266
1652867310000,180.9355376308246,141.45050357730082
1652867320000,180.9355376308246,144.8246737637166
1652867330000,165.66725563408454,144.8246737637166
1652867340000,189.48153456436236,146.86437022359684
1652867350000,189.48153456436236,151.34489024586
1652867360000,180.93839589305952,151.34489024586
1652867370000,176.1954,147.6275864243355
1652867380000,176.1954,149.84800643691693
1652867390000,185.62666666666667,149.84800643691693
1652867400000,183.4646,145.23331777881475
1652867410000,183.4646,145.4799123672399
1652867420000,175.91619999999998,145.4799123672399
1652867430000,176.17943333333332,153.79008953307428
1652867440000,176.17943333333332,145.88718494263335
1652867450000,178.60920000000002,145.88718494263335
1652867460000,182.47223518432105,146.6235352152386
1652867470000,182.47223518432105,153.21752380314305
1652867480000,188.8571,153.21752380314305
1652867490000,180.5725048336556,145.2339244981997
1652867500000,180.5725048336556,142.432949388497
1652867510000,188.40986666666666,142.432949388497
1652867520000,174.3221785214319,154.36514014267618
1652867530000,174.3221785214319,147.67556369575362
1652867540000,194.55297019801318,147.67556369575362
1652867550000,176.95746666666668,145.86248078795762
1652867560000,176.95746666666668,146.89617715604555
1652867570000,171.81905745900545,146.89617715604555
1652867580000,186.3870258017201,152.28836017956755
1652867590000,186.3870258017201,150.07002810024636
1652867600000,173.1593,150.07002810024636
1652867610000,183.58730582038802,145.4952870154393
1652867620000,183.58730582038802,149.664202283917
1652867630000,177.2442666666667,149.664202283917
1652867640000,173.54816666666667,144.62891838321886
1652867650000,173.54816666666667,149.07222522942916
1652867660000,198.4585,149.07222522942916
1652867670000,187.00796613559098,139.91287995223797
1652867680000,187.00796613559098,147.43202177832185
1652867690000,178.6226333333333,147.43202177832185
1652867700000,179.47483165544367,155.68432370191312
1652867710000,179.47483165544367,151.10238030560302
1652867720000,189.92413839077395,151.10238030560302
1652867730000,172.567,144.01037735849056
1652867740000,172.567,148.35053127569273
1652867750000,172.71286666666663,148.35053127569273
1652867760000,177.80972536995063,151.41764794967546
1652867770000,177.80972536995063,143.51694163785308
1652867780000,185.25118357004735,143.51694163785308
1652867790000,184.20368642090529,143.9025621930351
1652867800000,184.20368642090529,148.4291702439675
1652867810000,175.94272951530098,148.4291702439675
1652867820000,192.44990333977736,150.46595645795827
1652867830000,192.44990333977736,143.65163535764285
1652867840000,185.20901393426226,143.65163535764285
1652867850000,170.69046190761847,152.1903333333333
1652867860000,170.69046190761847,144.9812064359846
1652867870000,177.5127683691159,144.9812064359846
1652867880000,184.45436970868607,147.9283455102993
1652867890000,184.45436970868607,145.853
1652867900000,185.63498466462195,145.853
1652867910000,172.0960269315379,141.916679245283
1652867920000,172.0960269315379,155.19907470613072
1652867930000,167.19047936529103,155.19907470613072
1652867940000,181.67338709677418,155.09881855599474
1652867950000,181.67338709677418,144.05730872449146
1652867960000,209.44045078687648,144.05730872449146
1652867970000,170.22993600853218,147.67410404726812
1652867980000,170.22993600853218,154.12978749760495
1652867990000,188.21844789652644,154.12978749760495
1652868000000,184.95947207039063,153.71034607210672
1652868010000,184.95947207039063,137.4331560548481
1652868020000,190.0699806627992,137.4331560548481
1652868030000,165.34127724818347,149.22703259782682
1652868040000,165.34127724818347,155.09644670355308
1652868050000,183.6177,155.09644670355308
1652868060000,191.66951073190242,145.29440880503145
1652868070000,191.66951073190242,143.05834604359708
1652868080000,180.07010934791307,143.05834604359708
1652868090000,161.6669777985199,153.08206933335345
1652868100000,161.6669777985199,151.2197362175855
1652868110000,198.19288714085727,151.2197362175855
1652868120000,180.457,141.810309713711
1652868130000,180.457,144.336
1652868140000,169.1857790519368,144.336
1652868150000,171.4173666666667,153.1025031446541
1652868160000,171.4173666666667,147.28558504988558
1652868170000,196.10752616492235,147.28558504988558
1652868180000,187.6465097673178,140.94201257861636
1652868190000,187.6465097673178,153.28382378053996
1652868200000,179.22046666666668,153.28382378053996
1652868210000,187.37571657112383,149.34069233050715
1652868220000,187.37571657112383,151.20303773584902
1652868230000,179.16416666666666,151.20303773584902
1652868240000,175.35962397493165,156.7217438718137
1652868250000,175.35962397493165,143.8989171767233
1652868260000,189.14584305620377,143.8989171767233
1652868270000,168.71758549430038,142.38215881058736
1652868280000,168.71758549430038,144.27755859700935
1652868290000,166.43429561970797,144.27755859700935
1652868300000,184.05099320090656,143.7036292024976
1652868310000,184.05099320090656,146.11588880895545
1652868320000,179.2863048406454,146.11588880895545
1652868330000,178.9744,148.76354639399855
1652868340000,178.9744,147.73471683775495
1652868350000,178.0623,147.73471683775495
1652868360000,182.41050596626891,144.442939146547
1652868370000,182.41050596626891,144.2447801635319
1652868380000,185.5898393226215,144.2447801635319
1652868390000,178.45623333333336,145.51493894897345
1652868400000,178.45623333333336,150.16888109357978
1652868410000,182.6785,150.16888109357978
1652868420000,180.71915616876623,149.25
1652868430000,180.71915616876623,147.273
1652868440000,195.75925185037005,147.273
1652868450000,166.90000666622223,150.3464779874214
1652868460000,166.90000666622223,143.3556227807035
1652868470000,173.8573904926995,143.3556227807035
1652868480000,175.91126666666668,151.71177881474568
1652868490000,175.91126666666668,144.92234759965487
1652868500000,184.00153323111795,144.92234759965487
1652868510000,179.14103333333335,145.7793962264151
1652868520000,179.14103333333335,146.34116995138135
1652868530000,178.119707980532,146.34116995138135
1652868540000,178.07216666666665,149.05723285114323
1652868550000,178.07216666666665,146.6454559771294
1652868560000,186.89650689954004,146.6454559771294
1652868570000,180.5033995467271,131.74695284001612
1652868580000,180.5033995467271,148.83122470210333
1652868590000,175.29979329199173,148.83122470210333
1652868600000,182.82285904698432,151.11786431824484
1652868610000,182.82285904698432,145.6689183832189
1652868620000,178.8070152040544,145.6689183832189
1652868630000,166.1631007131907,144.56899999999996
1652868640000,166.1631007131907,143.56278660623028
1652868650000,180.95322085889572,143.56278660623028
1652868660000,176.04953333333333,147.95666052580594
1652868670000,176.04953333333333,143.54545477286945
1652868680000,182.08062795813612,143.54545477286945
1652868690000,171.0983,148.88595093548858
1652868700000,171.0983,148.14276145402837
1652868710000,190.60975203306225,148.14276145402837
1652868720000,184.48286323931455,148.4346640316222
1652868730000,184.48286323931455,141.81369692187596
1652868740000,183.10615958936071,141.81369692187596
1652868750000,178.99,144.49605917724347
1652868760000,178.99,149.19523914299685
1652868770000,176.2183,149.19523914299685
1652868780000,186.9793652910194,153.51785549852232
1652868790000,186.9793652910194,147.3757370713603
1652868800000,177.55312979134726,147.3757370713603
1652868810000,178.25886666666668,144.93974608359443
1652868820000,178.25886666666668,144.96766451096738
1652868830000,171.85455697046467,144.96766451096738
1652868840000,180.5700573256899,149.794768326556
1652868850000,180.5700573256899,142.22224570057327
1652868860000,178.75661710780716,142.22224570057327
1652868870000,179.45703333333333,143.1355109896215
1652868880000,179.45703333333333,149.8878753261313
1652868890000,172.4577971864791,149.8878753261313
1652868900000,187.96517363194027,147.76609463813523
1652868910000,187.96517363194027,143.5720314465409
1652868920000,196.73406454193895,143.5720314465409
1652868930000,170.20814720981397,144.14009433962266
1652868940000,170.20814720981397,154.4143333333333
1652868950000,191.61495900273314,154.4143333333333
1652868960000,171.194,148.33405118976205
1652868970000,171.194,149.5310142638139
1652868980000,185.15136666666666,149.5310142638139
1652868990000,170.02413333333334,148.47251133474447
1652869000000,170.02413333333334,146.9251576678665
1652869010000,195.780281314579,146.9251576678665
1652869020000,178.83345556370426,149.6737549995904
1652869030000,178.83345556370426,149.10004501787998
1652869040000,170.48576666666665,149.10004501787998
1652869050000,192.71214747649844,154.4001576982063
1652869060000,192.71214747649844,141.1852708527752
1652869070000,190.86394240383973,141.1852708527752
1652869080000,185.77998533235552,147.69838392789194
1652869090000,185.77998533235552,159.0645724888781
1652869100000,175.7374,159.0645724888781
1652869110000,180.35263333333333,152.31950558851634
1652869120000,180.35263333333333,147.42263335333467
1652869130000,194.33937737484166,147.42263335333467
1652869140000,166.90491901619674,142.09701886792453
1652869150000,166.90491901619674,154.9859562380786
1652869160000,190.81262919250517,154.9859562380786
1652869170000,176.62853333333337,151.0822104596091
1652869180000,176.62853333333337,143.89233333333334
1652869190000,186.97943333333336,143.89233333333334
1652869200000,167.00286666666665,150.49210541519452
1652869210000,167.00286666666665,145.16540309762576
1652869220000,182.7315,145.16540309762576
1652869230000,174.43679578638574,138.9135474507712
1652869240000,174.43679578638574,136.39334617692154
1652869250000,180.21051929871342,136.39334617692154
1652869260000,173.94379999999998,147.77987435641313
1652869270000,173.94379999999998,148.04812203576944
1652869280000,183.40156010400693,148.04812203576944
1652869290000,186.59216052263184,150.61147798742138
1652869300000,186.59216052263184,139.24451859256297
1652869310000,175.1997,139.24451859256297
1652869320000,173.98056537102474,148.54127898532258
1652869330000,173.98056537102474,152.26261006289306
1652869340000,168.39740683954403,152.26261006289306
1652869350000,190.7447836810879,143.83863255047984
1652869360000,190.7447836810879,143.25511631726025
1652869370000,168.7145952793706,143.25511631726025
1652869380000,174.77264547090581,147.49198091630493
1652869390000,174.77264547090581,149.86053232512674
1652869400000,180.95909181836367,149.86053232512674
1652869410000,179.05952142904752,142.80452030135342
1652869420000,179.05952142904752,147.68124249494477
1652869430000,179.61498199759967,147.68124249494477
1652869440000,182.24698313220878,148.23685332088974
1652869450000,182.24698313220878,142.3174910981004
1652869460000,185.31633333333335,142.3174910981004
1652869470000,161.6819878674755,145.47647226841985
1652869480000,161.6819878674755,149.5824068519626
1652869490000,193.0988732582172,149.5824068519626
1652869500000,183.36253333333335,145.8317102865273
1652869510000,183.36253333333335,138.88237794004553
1652869520000,186.52536497566828,138.88237794004553
1652869530000,167.27701846789785,150.11688137627527
1652869540000,167.27701846789785,143.8620313504979
1652869550000,180.20953333333333,143.8620313504979
1652869560000,178.54963333333336,145.98562907671985
1652869570000,178.54963333333336,137.62063025541195
1652869580000,162.4446,137.62063025541195
1652869590000,178.92507166188923,145.429919089535
1652869600000,178.92507166188923,147.19534188603797
1652869610000,180.4892659510634,147.19534188603797
1652869620000,186.77798146790218,147.72176236523285
1652869630000,186.77798146790218,149.26854088050314
1652869640000,162.68544569637976,149.26854088050314
1652869650000,189.94290000000004,144.6699749794458
1652869660000,189.94290000000004,150.79967342132161
1652869670000,194.3221118592094,150.79967342132161
1652869680000,174.31472098139878,135.6460622733252
1652869690000,174.31472098139878,151.15271033893515
1652869700000,171.34666666666666,151.15271033893515
1652869710000,179.05902152902755,143.16992817490333
1652869720000,179.05902152902755,152.25604556521648
1652869730000,184.38931119557242,152.25604556521648
1652869740000,161.28084383123374,142.30269719392646
1652869750000,161.28084383123374,149.74887668316538
1652869760000,192.1470627458825,149.74887668316538
1652869770000,164.23066666666665,143.33566426682665
1652869780000,164.23066666666665,140.55501257861633
1652869790000,191.3984135448607,140.55501257861633
1652869800000,175.04576666666665,156.30343083251213
1652869810000,175.04576666666665,145.1434729275166
1652869820000,177.01336844912655,145.1434729275166
1652869830000,176.42966666666666,135.28303793837847
1652869840000,176.42966666666666,140.93717583473722
1652869850000,192.94080000000002,140.93717583473722
1652869860000,165.8872300719808,146.9731006289308
1652869870000,165.8872300719808,145.2743020243095
1652869880000,182.85861448193094,145.2743020243095
1652869890000,180.10567371158075,144.2004026574329
1652869900000,180.10567371158075,145.3181056040072
1652869910000,172.33482232148808,145.3181056040072
1652869920000,172.34081061262583,154.16455474941463
1652869930000,172.34081061262583,148.9006989935346
1652869940000,175.85139009267283,148.9006989935346
1652869950000,194.05348930213958,145.35022726060282
1652869960000,194.05348930213958,146.94591209474922
1652869970000,175.0962128283771,146.94591209474922
1652869980000,181.5329223592136,141.30024829052965

